Order_ID,Order_Date,State,City,Category,Unit_Price,Quantity,Discount,Shipping_Mode,Shipping_Days,Payment_Method,Sales,Cost,Profit
100384,2023-01-17 00:00:00,WA,Seattle,Smartphones,616.08,3,0.0,Standard,7,Google Pay,1848.2400000000002,1347.8744886411425,500.3655113588577
100385,2023-01-17 01:00:00,OH,Seattle,Gaming,132.42,4,0.1,Standard,7,PayPal,476.712,435.0592340715781,41.6527659284219
100386,2023-01-17 02:00:00,IL,Charlotte,Smartphones,1049.2,4,0.0,Standard,5,Google Pay,4196.8,2960.1669351685323,1236.633064831468
100387,2023-01-17 03:00:00,OH,Charlotte,Gaming,394.06,3,0.05,Standard,9,Apple Pay,1123.071,875.8893830985457,247.18161690145416
100388,2023-01-17 04:00:00,IL,Seattle,Cameras,480.88,1,0.0,Express,3,PayPal,480.88,391.72640946975343,89.15359053024656
100389,2023-01-17 05:00:00,WA,New York,Smartphones,199.2,2,0.0,Two-Day,9,PayPal,398.4,278.18002942361755,120.21997057638242
100390,2023-01-17 06:00:00,NC,Chicago,Gaming,1299.7,4,0.2,Express,5,Debit Card,4159.04,4123.157336602878,35.88266339712209
100391,2023-01-17 07:00:00,IL,Dallas,Accessories,750.3,4,0.1,Two-Day,2,Apple Pay,2701.08,1992.900171003862,708.179828996138
100392,2023-01-17 08:00:00,CA,Chicago,Laptops,866.78,2,0.2,Express,9,Credit Card,1386.848,1344.5340116137927,42.31398838620726
100393,2023-01-17 09:00:00,OH,Columbus,Smartphones,862.76,2,0.0,Standard,1,Apple Pay,1725.52,1255.503391473097,470.0166085269029
100394,2023-01-17 10:00:00,OH,Austin,Accessories,627.53,3,0.0,Two-Day,1,Credit Card,1882.59,1207.166971355272,675.423028644728
100395,2023-01-17 11:00:00,CA,Los Angeles,Laptops,304.94,4,0.0,Express,7,Debit Card,1219.76,773.3301149732304,446.4298850267696
100396,2023-01-17 12:00:00,TX,Austin,Smartphones,1122.8,3,0.0,Two-Day,3,Apple Pay,3368.3999999999996,2406.4592391567726,961.940760843227
100397,2023-01-17 13:00:00,PA,Chicago,Accessories,208.04,2,0.0,Standard,8,Debit Card,416.08,323.5903162808239,92.48968371917607
100398,2023-01-17 14:00:00,NC,Seattle,Accessories,173.73,3,0.05,Standard,7,Credit Card,495.1304999999999,391.3219590848211,103.80854091517881
100399,2023-01-17 15:00:00,GA,Atlanta,Cameras,1071.01,4,0.0,Two-Day,7,Google Pay,4284.04,3485.8430537563154,798.1969462436846
100400,2023-01-17 16:00:00,IL,Columbus,Accessories,329.08,1,0.0,Two-Day,1,Apple Pay,329.08,229.50546388835008,99.5745361116499
100401,2023-01-17 17:00:00,CA,Seattle,Cameras,474.02,1,0.0,Standard,1,PayPal,474.02,384.3878116474974,89.63218835250257
100402,2023-01-17 18:00:00,WA,Chicago,Audio,723.34,4,0.0,Standard,2,PayPal,2893.36,1762.8001629367916,1130.5598370632085
100403,2023-01-17 19:00:00,IL,Atlanta,Gaming,685.04,3,0.05,Standard,2,Debit Card,1952.3639999999998,1421.0150958795732,531.3489041204266
100404,2023-01-17 20:00:00,PA,Los Angeles,Laptops,1068.7,2,0.0,Express,5,Google Pay,2137.4,1321.4384973630974,815.9615026369027
100405,2023-01-17 21:00:00,WA,Chicago,Gaming,942.68,2,0.0,Two-Day,9,PayPal,1885.36,1564.4925473245708,320.86745267542915
100406,2023-01-17 22:00:00,NY,Dallas,Gaming,973.71,1,0.0,Standard,7,PayPal,973.71,699.9300549077112,273.7799450922888
100407,2023-01-17 23:00:00,OH,Miami,Cameras,1076.8,3,0.15,Two-Day,2,Apple Pay,2745.8399999999997,2193.5679450164916,552.272054983508
100408,2023-01-18 00:00:00,NY,Atlanta,Gaming,453.07,2,0.15,Express,5,PayPal,770.2189999999999,655.2497023511837,114.96929764881622
100409,2023-01-18 01:00:00,IL,Chicago,Accessories,497.05,2,0.05,Express,5,Credit Card,944.395,728.8855708357894,215.5094291642106
100410,2023-01-18 02:00:00,PA,Seattle,Cameras,668.24,4,0.0,Standard,8,Debit Card,2672.96,2169.2623869480244,503.6976130519756
100411,2023-01-18 03:00:00,NC,Dallas,Gaming,475.04,3,0.0,Two-Day,9,PayPal,1425.1200000000001,1048.3281538722442,376.7918461277559
100412,2023-01-18 04:00:00,IL,New York,Cameras,1477.71,3,0.05,Express,8,Apple Pay,4211.4735,3137.9704819341086,1073.5030180658914
100413,2023-01-18 05:00:00,CA,Atlanta,Audio,1224.8,2,0.2,Two-Day,2,Credit Card,1959.68,2058.4934635736304,-98.81346357363032
100414,2023-01-18 06:00:00,FL,Dallas,Cameras,263.69,3,0.2,Two-Day,4,PayPal,632.856,666.1913215707476,-33.335321570747624
100415,2023-01-18 07:00:00,IL,Seattle,Smartphones,28.28,3,0.1,Standard,2,Debit Card,76.35600000000001,51.71881998215766,24.637180017842347
100416,2023-01-18 08:00:00,OH,Chicago,Accessories,83.32,3,0.0,Express,6,Debit Card,249.95999999999998,194.14679135152525,55.81320864847473
100417,2023-01-18 09:00:00,OH,Austin,Laptops,381.21,4,0.2,Express,4,Debit Card,1219.872,1056.6218921684838,163.2501078315163
100418,2023-01-18 10:00:00,IL,Los Angeles,Smartphones,189.15,2,0.05,Express,7,PayPal,359.385,290.8370087749226,68.5479912250774
100419,2023-01-18 11:00:00,WA,Austin,Smartphones,809.34,1,0.1,Two-Day,2,Credit Card,728.4060000000001,614.4756926014076,113.9303073985925
100420,2023-01-18 12:00:00,FL,Miami,Smartphones,1289.83,3,0.0,Express,9,Google Pay,3869.49,2641.0280283423854,1228.4619716576144
100421,2023-01-18 13:00:00,CA,Dallas,Gaming,1110.39,2,0.0,Express,5,Debit Card,2220.78,1880.255989727491,340.52401027250926
100422,2023-01-18 14:00:00,IL,Miami,Cameras,339.1,1,0.0,Two-Day,1,Credit Card,339.1,233.73395393738537,105.36604606261466
100423,2023-01-18 15:00:00,WA,Los Angeles,Cameras,610.96,4,0.0,Express,3,Apple Pay,2443.84,1852.4194713697314,591.4205286302688
100424,2023-01-18 16:00:00,OH,Dallas,Gaming,771.68,2,0.0,Express,4,Apple Pay,1543.36,1239.8530107825327,303.5069892174672
100425,2023-01-18 17:00:00,OH,Charlotte,Accessories,1219.1,4,0.1,Two-Day,3,Credit Card,4388.76,3103.176358714434,1285.583641285566
100426,2023-01-18 18:00:00,PA,Seattle,Gaming,1261.9,2,0.0,Express,6,Apple Pay,2523.8,1703.9236265485897,819.8763734514105
100427,2023-01-18 19:00:00,IL,Dallas,Gaming,1366.38,4,0.0,Standard,6,Apple Pay,5465.52,3551.184343206504,1914.3356567934966
100428,2023-01-18 20:00:00,FL,Seattle,Gaming,773.68,2,0.0,Two-Day,7,Debit Card,1547.36,1230.8561868091658,316.5038131908341
100429,2023-01-18 21:00:00,TX,Austin,Accessories,1047.53,4,0.0,Express,9,PayPal,4190.12,3353.361983956144,836.7580160438561
100430,2023-01-18 22:00:00,FL,Columbus,Accessories,185.46,1,0.2,Standard,9,PayPal,148.36800000000002,123.14283713627698,25.225162863723043
100431,2023-01-18 23:00:00,OH,Atlanta,Audio,856.63,2,0.0,Two-Day,7,PayPal,1713.26,1029.7250219608547,683.5349780391452
100432,2023-01-19 00:00:00,OH,Columbus,Audio,388.06,1,0.0,Express,1,PayPal,388.06,273.9073481508651,114.15265184913488
100433,2023-01-19 01:00:00,NY,Chicago,Audio,658.94,3,0.15,Two-Day,3,Credit Card,1680.297,1525.6788445575253,154.61815544247474
100434,2023-01-19 02:00:00,OH,Atlanta,Audio,958.39,1,0.1,Standard,5,Debit Card,862.551,724.183966020444,138.36703397955603
100435,2023-01-19 03:00:00,CA,Atlanta,Cameras,400.34,2,0.0,Two-Day,6,Credit Card,800.68,569.6237271836006,231.05627281639931
100436,2023-01-19 04:00:00,GA,New York,Smartphones,97.23,1,0.1,Express,6,Apple Pay,87.507,65.67744633985717,21.829553660142835
100437,2023-01-19 05:00:00,IL,Atlanta,Smartphones,35.15,2,0.05,Standard,5,Debit Card,66.785,50.51735753728155,16.26764246271845
100438,2023-01-19 06:00:00,FL,Los Angeles,Audio,52.8,4,0.1,Two-Day,6,Google Pay,190.07999999999998,127.51742834369584,62.562571656304144
100439,2023-01-19 07:00:00,GA,Columbus,Audio,32.36,3,0.0,Express,9,PayPal,97.08,60.04083993414256,37.03916006585744
100440,2023-01-19 08:00:00,WA,Austin,Laptops,183.33,1,0.2,Express,1,Apple Pay,146.66400000000002,117.45388401768702,29.210115982313
100441,2023-01-19 09:00:00,TX,Seattle,Smartphones,374.44,3,0.0,Standard,1,PayPal,1123.32,849.6245864102149,273.69541358978506
100442,2023-01-19 10:00:00,CA,Chicago,Laptops,347.41,1,0.0,Standard,9,PayPal,347.41,227.44925848086282,119.9607415191372
100443,2023-01-19 11:00:00,FL,Atlanta,Laptops,1480.46,2,0.0,Two-Day,8,PayPal,2960.92,2089.949777241388,870.9702227586122
100444,2023-01-19 12:00:00,GA,Chicago,Gaming,472.89,1,0.0,Express,9,Google Pay,472.89,357.19874313054567,115.69125686945432
100445,2023-01-19 13:00:00,TX,Austin,Cameras,208.58,3,0.15,Standard,7,Apple Pay,531.879,505.37528285846366,26.503717141536356
100446,2023-01-19 14:00:00,NY,Chicago,Accessories,827.43,1,0.0,Express,6,PayPal,827.43,610.1585736849977,217.27142631500226
100447,2023-01-19 15:00:00,CA,Austin,Smartphones,1289.78,3,0.0,Two-Day,9,PayPal,3869.34,2492.9446669380873,1376.3953330619129
100448,2023-01-19 16:00:00,CA,Atlanta,Audio,1023.53,3,0.0,Standard,2,Debit Card,3070.59,2572.9544669982406,497.63553300175954
100449,2023-01-19 17:00:00,NY,Austin,Audio,458.2,2,0.0,Two-Day,4,PayPal,916.4,570.4624707611923,345.93752923880766
100450,2023-01-19 18:00:00,IL,Atlanta,Accessories,851.19,4,0.2,Two-Day,2,Debit Card,2723.8080000000004,2355.344269317377,368.46373068262346
100451,2023-01-19 19:00:00,NY,New York,Smartphones,1077.99,4,0.0,Standard,6,Apple Pay,4311.96,3580.353994839429,731.6060051605709
100452,2023-01-19 20:00:00,CA,New York,Audio,1097.59,1,0.05,Two-Day,1,Apple Pay,1042.7105,823.8327966369928,218.87770336300707
100453,2023-01-19 21:00:00,CA,Austin,Audio,1006.48,3,0.05,Express,7,Apple Pay,2868.468,2311.873685908193,556.5943140918071
100454,2023-01-19 22:00:00,GA,New York,Gaming,1308.8,2,0.1,Standard,7,Debit Card,2355.84,1767.9876665661682,587.852333433832
100455,2023-01-19 23:00:00,OH,Seattle,Laptops,1307.76,4,0.05,Express,7,Google Pay,4969.487999999999,3241.333581144766,1728.1544188552334
100456,2023-01-20 00:00:00,TX,Seattle,Audio,876.83,2,0.0,Two-Day,4,Google Pay,1753.66,1212.5510989618158,541.1089010381843
100457,2023-01-20 01:00:00,NY,New York,Cameras,656.19,2,0.1,Standard,8,PayPal,1181.142,919.3738179848588,261.7681820151413
100458,2023-01-20 02:00:00,TX,New York,Smartphones,969.52,3,0.05,Express,5,Apple Pay,2763.1319999999996,1941.6618449857522,821.4701550142474
100459,2023-01-20 03:00:00,NY,Charlotte,Cameras,1230.95,1,0.05,Express,2,Credit Card,1169.4025,804.8829353712606,364.5195646287393
100460,2023-01-20 04:00:00,WA,Charlotte,Accessories,28.37,3,0.2,Express,5,PayPal,68.08800000000001,58.630336522359414,9.457663477640594
100461,2023-01-20 05:00:00,CA,Atlanta,Gaming,1488.16,4,0.1,Express,9,Google Pay,5357.376,4523.138619324488,834.2373806755122
100462,2023-01-20 06:00:00,OH,Austin,Smartphones,290.68,4,0.1,Express,1,Google Pay,1046.448,973.4974202923447,72.95057970765538
100463,2023-01-20 07:00:00,GA,Miami,Gaming,715.97,2,0.2,Two-Day,2,Apple Pay,1145.5520000000001,1111.106947060857,34.445052939143125
100464,2023-01-20 08:00:00,OH,Miami,Laptops,1310.6,3,0.0,Two-Day,8,Debit Card,3931.7999999999997,3125.390852347253,806.4091476527469
100465,2023-01-20 09:00:00,OH,New York,Audio,353.06,3,0.0,Two-Day,5,PayPal,1059.18,716.5530031980337,342.62699680196636
100466,2023-01-20 10:00:00,OH,Chicago,Smartphones,725.66,2,0.0,Two-Day,9,Debit Card,1451.32,908.777573508218,542.542426491782
100467,2023-01-20 11:00:00,TX,New York,Accessories,216.22,1,0.0,Two-Day,6,Google Pay,216.22,145.48976470033455,70.73023529966545
100468,2023-01-20 12:00:00,NY,Charlotte,Laptops,604.71,2,0.1,Two-Day,8,Apple Pay,1088.478,847.3965140695515,241.0814859304486
100469,2023-01-20 13:00:00,NC,Atlanta,Laptops,282.16,2,0.1,Two-Day,1,Google Pay,507.88800000000003,435.9204603609776,71.96753963902245
100470,2023-01-20 14:00:00,WA,New York,Gaming,558.17,4,0.05,Express,9,Apple Pay,2121.046,1863.9297713593717,257.11622864062815
100471,2023-01-20 15:00:00,FL,Columbus,Laptops,572.73,3,0.2,Two-Day,9,Credit Card,1374.5520000000001,1378.5435763105688,-3.9915763105686892
100472,2023-01-20 16:00:00,OH,Chicago,Smartphones,1489.89,4,0.0,Express,3,Debit Card,5959.56,3972.643121497864,1986.9168785021366
100473,2023-01-20 17:00:00,IL,Columbus,Gaming,1492.32,2,0.05,Standard,1,PayPal,2835.408,2402.8595564114758,432.54844358852415
100474,2023-01-20 18:00:00,TX,Atlanta,Laptops,189.88,3,0.0,Two-Day,8,Apple Pay,569.64,400.4208582640514,169.2191417359486
100475,2023-01-20 19:00:00,GA,Atlanta,Accessories,1094.43,2,0.0,Express,8,Credit Card,2188.86,1409.3187531388548,779.5412468611453
100476,2023-01-20 20:00:00,FL,Seattle,Cameras,96.58,2,0.0,Standard,9,Credit Card,193.16,138.16993096303455,54.99006903696545
100477,2023-01-20 21:00:00,NC,Dallas,Smartphones,64.68,1,0.1,Standard,6,Debit Card,58.21200000000001,47.91527621673625,10.296723783263758
100478,2023-01-20 22:00:00,IL,Columbus,Accessories,175.89,4,0.0,Express,9,Apple Pay,703.56,556.4113246850216,147.1486753149784
100479,2023-01-20 23:00:00,NC,Seattle,Accessories,1448.92,4,0.1,Express,9,PayPal,5216.112,3984.3800247656886,1231.7319752343114
100480,2023-01-21 00:00:00,FL,Charlotte,Gaming,1412.48,2,0.0,Express,4,PayPal,2824.96,1798.6374276903937,1026.3225723096064
100481,2023-01-21 01:00:00,OH,Los Angeles,Audio,307.01,1,0.0,Two-Day,5,PayPal,307.01,191.44787063851405,115.56212936148594
100482,2023-01-21 02:00:00,IL,Chicago,Gaming,259.28,2,0.0,Standard,6,Google Pay,518.56,325.71349728808525,192.8465027119147
100483,2023-01-21 03:00:00,NC,Los Angeles,Smartphones,375.99,2,0.0,Two-Day,6,Google Pay,751.98,629.7876527822882,122.19234721771181
100484,2023-01-21 04:00:00,GA,Austin,Smartphones,783.01,2,0.2,Two-Day,2,Apple Pay,1252.816,1312.2273751583987,-59.41137515839864
100485,2023-01-21 05:00:00,NY,Charlotte,Gaming,863.16,1,0.0,Two-Day,4,PayPal,863.16,726.943953354019,136.216046645981
100486,2023-01-21 06:00:00,CA,Charlotte,Audio,347.96,3,0.2,Standard,9,Credit Card,835.1039999999999,705.268520026231,129.83547997376888
100487,2023-01-21 07:00:00,NY,Los Angeles,Gaming,1139.8,1,0.2,Standard,7,PayPal,911.84,738.4805291351163,173.35947086488375
100488,2023-01-21 08:00:00,FL,Columbus,Smartphones,478.14,2,0.2,Standard,9,Apple Pay,765.024,808.2752230400929,-43.251223040092896
100489,2023-01-21 09:00:00,TX,Dallas,Audio,1384.75,3,0.0,Express,6,PayPal,4154.25,3518.9240240988543,635.3259759011457
100490,2023-01-21 10:00:00,CA,Columbus,Smartphones,991.95,2,0.2,Two-Day,7,Debit Card,1587.1200000000001,1229.1998604463076,357.9201395536925
100491,2023-01-21 11:00:00,WA,Los Angeles,Audio,665.8,1,0.0,Express,9,PayPal,665.8,524.7383023078542,141.0616976921458
100492,2023-01-21 12:00:00,GA,Austin,Audio,1189.07,1,0.0,Express,4,Credit Card,1189.07,799.2524141195611,389.81758588043886
100493,2023-01-21 13:00:00,WA,Columbus,Gaming,1230.51,3,0.0,Two-Day,9,Apple Pay,3691.5299999999997,3054.0938984926024,637.4361015073973
100494,2023-01-21 14:00:00,IL,Miami,Gaming,449.91,1,0.15,Standard,3,Apple Pay,382.4235,279.9818067432401,102.44169325675989
100495,2023-01-21 15:00:00,CA,Columbus,Gaming,522.78,2,0.0,Two-Day,8,Credit Card,1045.56,859.6013343703489,185.95866562965102
100496,2023-01-21 16:00:00,WA,Atlanta,Audio,1405.21,3,0.0,Express,3,Apple Pay,4215.63,2532.1405718110677,1683.4894281889324
100497,2023-01-21 17:00:00,WA,Seattle,Audio,263.82,4,0.0,Standard,3,PayPal,1055.28,770.8762024598485,284.40379754015146
100498,2023-01-21 18:00:00,NC,Chicago,Smartphones,82.38,2,0.0,Standard,3,Apple Pay,164.76,112.67787487857167,52.08212512142832
100499,2023-01-21 19:00:00,NY,Columbus,Accessories,692.0,4,0.0,Express,9,PayPal,2768.0,1956.5149575355608,811.4850424644392
100500,2023-01-21 20:00:00,NC,Dallas,Gaming,1205.79,3,0.1,Standard,3,Apple Pay,3255.633,2562.711823640098,692.9211763599019
100501,2023-01-21 21:00:00,CA,Dallas,Cameras,1162.07,3,0.0,Standard,6,PayPal,3486.21,2661.3754673526055,824.8345326473946
100502,2023-01-21 22:00:00,CA,Columbus,Smartphones,1380.91,2,0.15,Two-Day,4,PayPal,2347.547,1673.0395242726784,674.5074757273217
100503,2023-01-21 23:00:00,FL,New York,Smartphones,809.14,1,0.05,Two-Day,2,Credit Card,768.683,625.3365886378426,143.34641136215737
100504,2023-01-22 00:00:00,NC,Charlotte,Laptops,168.1,2,0.2,Express,3,Credit Card,268.96,203.58575274501626,65.37424725498371
100505,2023-01-22 01:00:00,PA,Columbus,Gaming,891.26,1,0.0,Express,5,Google Pay,891.26,576.0377729073749,315.2222270926251
100506,2023-01-22 02:00:00,NY,Charlotte,Smartphones,1172.03,1,0.05,Express,4,Credit Card,1113.4285,880.9978544683956,232.43064553160434
100507,2023-01-22 03:00:00,CA,Miami,Laptops,158.13,2,0.0,Standard,5,PayPal,316.26,196.59017587275113,119.66982412724886
100508,2023-01-22 04:00:00,FL,Los Angeles,Cameras,275.53,3,0.0,Express,1,PayPal,826.5899999999999,700.7217639048598,125.8682360951401
100509,2023-01-22 05:00:00,NC,Miami,Cameras,38.19,2,0.1,Two-Day,4,Apple Pay,68.742,60.80581416364386,7.936185836356145
100510,2023-01-22 06:00:00,NY,Columbus,Gaming,898.61,4,0.05,Standard,3,Apple Pay,3414.718,2790.782458488861,623.935541511139
100511,2023-01-22 07:00:00,NC,Dallas,Audio,1332.37,3,0.1,Express,2,Google Pay,3597.399,2665.753606743784,931.6453932562158
100512,2023-01-22 08:00:00,WA,New York,Laptops,1012.58,1,0.1,Standard,7,PayPal,911.322,619.8419596529179,291.4800403470821
100513,2023-01-22 09:00:00,FL,Austin,Audio,1473.42,3,0.0,Standard,9,Google Pay,4420.26,3733.7726215405028,686.4873784594974
100514,2023-01-22 10:00:00,NY,Charlotte,Cameras,113.29,2,0.05,Standard,1,PayPal,215.251,144.32286581833773,70.92813418166227
100515,2023-01-22 11:00:00,OH,Seattle,Cameras,1356.44,3,0.0,Express,7,Credit Card,4069.32,3286.553073443192,782.7669265568084
100516,2023-01-22 12:00:00,IL,Charlotte,Accessories,1224.82,1,0.0,Standard,1,Apple Pay,1224.82,795.3728196037474,429.4471803962525
100517,2023-01-22 13:00:00,IL,Atlanta,Accessories,485.08,1,0.05,Standard,5,Google Pay,460.82599999999996,336.41454515125906,124.4114548487409
100518,2023-01-22 14:00:00,NY,Chicago,Accessories,1460.82,3,0.2,Standard,1,Debit Card,3505.9680000000003,3389.3831590881605,116.58484091183982
100519,2023-01-22 15:00:00,NC,Columbus,Accessories,446.15,4,0.0,Two-Day,3,PayPal,1784.6,1492.5345463343047,292.06545366569526
100520,2023-01-22 16:00:00,FL,Miami,Smartphones,1336.17,1,0.0,Express,8,Credit Card,1336.17,808.3101476809325,527.8598523190676
100521,2023-01-22 17:00:00,IL,Seattle,Accessories,1323.51,4,0.0,Two-Day,4,Debit Card,5294.04,3521.553264637456,1772.486735362544
100522,2023-01-22 18:00:00,FL,Dallas,Smartphones,1141.33,1,0.0,Standard,1,Credit Card,1141.33,903.0675732737058,238.26242672629417
100523,2023-01-22 19:00:00,IL,Dallas,Smartphones,853.94,3,0.1,Standard,1,Credit Card,2305.6380000000004,1648.1429485242322,657.4950514757682
100524,2023-01-22 20:00:00,WA,Dallas,Gaming,197.6,1,0.1,Two-Day,8,PayPal,177.84,124.06588286950526,53.774117130494744
100525,2023-01-22 21:00:00,NC,Austin,Smartphones,807.32,4,0.05,Standard,8,Credit Card,3067.8160000000003,1974.853841245299,1092.9621587547012
100526,2023-01-22 22:00:00,WA,Atlanta,Smartphones,548.06,4,0.1,Two-Day,4,Google Pay,1973.0159999999998,1590.7386667585652,382.2773332414347
100527,2023-01-22 23:00:00,IL,Dallas,Accessories,1192.48,3,0.0,Standard,4,Debit Card,3577.44,2833.094268439922,744.3457315600781
100528,2023-01-23 00:00:00,OH,Dallas,Smartphones,1142.03,4,0.0,Standard,2,Credit Card,4568.12,3839.2017249160167,728.9182750839832
100529,2023-01-23 01:00:00,OH,Columbus,Audio,1367.71,4,0.0,Standard,2,Credit Card,5470.84,3648.3472076282524,1822.4927923717478
100530,2023-01-23 02:00:00,WA,Atlanta,Accessories,41.95,3,0.1,Standard,6,Apple Pay,113.26500000000001,79.32867918506854,33.93632081493148
100531,2023-01-23 03:00:00,OH,New York,Laptops,1217.47,1,0.05,Express,8,Apple Pay,1156.5964999999999,853.0061333702151,303.59036662978474
100532,2023-01-23 04:00:00,IL,New York,Accessories,1408.92,3,0.05,Express,7,Google Pay,4015.422,2594.6392121335552,1420.7827878664448
100533,2023-01-23 05:00:00,NY,Atlanta,Smartphones,1188.16,1,0.0,Express,7,Apple Pay,1188.16,811.3230709482928,376.83692905170733
100534,2023-01-23 06:00:00,WA,Chicago,Audio,212.69,1,0.0,Two-Day,3,Credit Card,212.69,161.8081707946571,50.88182920534291
100535,2023-01-23 07:00:00,TX,Austin,Accessories,140.29,1,0.2,Two-Day,2,Credit Card,112.232,90.07200286178531,22.159997138214692
100536,2023-01-23 08:00:00,NC,Seattle,Audio,50.85,2,0.0,Two-Day,7,Debit Card,101.7,77.08546639435022,24.614533605649783
100537,2023-01-23 09:00:00,OH,Charlotte,Laptops,950.54,1,0.1,Two-Day,4,Apple Pay,855.486,801.2931095472753,54.19289045272467
100538,2023-01-23 10:00:00,OH,Columbus,Cameras,951.92,3,0.0,Express,1,PayPal,2855.7599999999998,2330.4428905292502,525.3171094707495
100539,2023-01-23 11:00:00,CA,Los Angeles,Laptops,1480.63,3,0.0,Two-Day,1,Apple Pay,4441.89,3061.389293055907,1380.5007069440935
100540,2023-01-23 12:00:00,PA,New York,Cameras,609.1,3,0.05,Two-Day,4,Credit Card,1735.9350000000002,1288.9300396837139,447.0049603162863
100541,2023-01-23 13:00:00,WA,Atlanta,Gaming,511.22,2,0.0,Two-Day,5,Debit Card,1022.44,720.6465641988079,301.7934358011921
100542,2023-01-23 14:00:00,GA,Seattle,Cameras,944.15,4,0.05,Standard,5,Apple Pay,3587.7699999999995,3077.8354256552616,509.93457434473794
100543,2023-01-23 15:00:00,OH,Atlanta,Gaming,1241.9,2,0.05,Two-Day,1,Debit Card,2359.61,2107.3969205005196,252.2130794994805
100544,2023-01-23 16:00:00,NC,Charlotte,Accessories,1406.43,3,0.0,Standard,3,Apple Pay,4219.29,3402.7473478255793,816.5426521744207
100545,2023-01-23 17:00:00,TX,Seattle,Gaming,1208.62,3,0.1,Two-Day,6,Google Pay,3263.274,2681.430594309669,581.8434056903311
100546,2023-01-23 18:00:00,OH,New York,Audio,651.48,4,0.0,Two-Day,7,Credit Card,2605.92,1626.9840282440211,978.9359717559789
100547,2023-01-23 19:00:00,TX,Dallas,Gaming,959.67,2,0.0,Standard,1,Credit Card,1919.34,1609.598901472064,309.74109852793595
100548,2023-01-23 20:00:00,IL,Atlanta,Audio,1287.32,3,0.05,Two-Day,8,PayPal,3668.862,3147.541619652542,521.320380347458
100549,2023-01-23 21:00:00,IL,Los Angeles,Cameras,746.1,1,0.0,Standard,4,Credit Card,746.1,604.6041585606902,141.49584143930986
100550,2023-01-23 22:00:00,PA,New York,Cameras,340.7,1,0.0,Two-Day,9,PayPal,340.7,237.79308914812748,102.90691085187251
100551,2023-01-23 23:00:00,NY,Miami,Cameras,271.19,3,0.15,Two-Day,6,Credit Card,691.5345,579.0933046220011,112.44119537799884
100552,2023-01-24 00:00:00,GA,Los Angeles,Gaming,20.23,1,0.0,Standard,1,Apple Pay,20.23,12.743189437557145,7.486810562442855
100553,2023-01-24 01:00:00,CA,Chicago,Cameras,1082.99,4,0.1,Express,2,Apple Pay,3898.764,3614.883062635607,283.88093736439305
100554,2023-01-24 02:00:00,PA,Austin,Gaming,184.42,3,0.1,Standard,3,Google Pay,497.934,462.41946095522565,35.51453904477438
100555,2023-01-24 03:00:00,FL,New York,Gaming,380.88,2,0.0,Express,2,Apple Pay,761.76,505.5117950513973,256.2482049486027
100556,2023-01-24 04:00:00,CA,Dallas,Smartphones,460.86,3,0.0,Standard,7,Debit Card,1382.58,1070.119619823893,312.46038017610704
100557,2023-01-24 05:00:00,WA,New York,Smartphones,849.36,4,0.0,Express,1,Apple Pay,3397.44,2211.300043369731,1186.139956630269
100558,2023-01-24 06:00:00,NC,Charlotte,Gaming,608.98,2,0.0,Two-Day,9,PayPal,1217.96,850.4244565013067,367.5355434986933
100559,2023-01-24 07:00:00,FL,Seattle,Audio,1018.52,4,0.1,Express,2,Google Pay,3666.672,2752.4294750957806,914.2425249042194
100560,2023-01-24 08:00:00,FL,Atlanta,Accessories,102.35,1,0.1,Two-Day,4,Debit Card,92.115,71.37865965357888,20.736340346421116
100561,2023-01-24 09:00:00,PA,Seattle,Laptops,203.43,1,0.0,Standard,8,Debit Card,203.43,137.77157952470935,65.65842047529065
100562,2023-01-24 10:00:00,NY,Seattle,Smartphones,758.83,1,0.05,Express,3,Credit Card,720.8885,520.8023541621945,200.08614583780547
100563,2023-01-24 11:00:00,PA,New York,Gaming,518.71,4,0.2,Two-Day,9,PayPal,1659.8720000000003,1655.2348677112875,4.637132288712792
100564,2023-01-24 12:00:00,WA,Charlotte,Laptops,457.8,4,0.0,Standard,7,Apple Pay,1831.2,1236.072425421162,595.127574578838
100565,2023-01-24 13:00:00,OH,Atlanta,Smartphones,119.2,3,0.1,Express,3,Apple Pay,321.84000000000003,287.39377451857587,34.446225481424165
100566,2023-01-24 14:00:00,OH,Atlanta,Accessories,1345.66,2,0.1,Two-Day,3,Credit Card,2422.188,1996.907079456879,425.28092054312106
100567,2023-01-24 15:00:00,NY,Seattle,Audio,1043.89,2,0.0,Express,5,Apple Pay,2087.78,1660.0172463033261,427.76275369667405
100568,2023-01-24 16:00:00,WA,Chicago,Gaming,199.99,4,0.0,Express,5,Debit Card,799.96,663.7449411841897,136.21505881581038
100569,2023-01-24 17:00:00,NY,Austin,Accessories,116.27,4,0.05,Two-Day,5,Apple Pay,441.82599999999996,295.14266899554764,146.68333100445233
100570,2023-01-24 18:00:00,TX,Charlotte,Smartphones,1462.81,1,0.0,Two-Day,9,Apple Pay,1462.81,1003.4475244878048,459.36247551219515
100571,2023-01-24 19:00:00,OH,Chicago,Gaming,1028.14,4,0.0,Standard,9,Debit Card,4112.56,2524.656883740616,1587.9031162593842
100572,2023-01-24 20:00:00,FL,Columbus,Laptops,637.83,1,0.05,Two-Day,6,PayPal,605.9385,447.5828568915054,158.35564310849458
